<END>,0
<START>,1
<unk>,2
c0,3
c1,4
c10,5
c100,6
c101,7
c102,8
c103,9
c104,10
c105,11
c106,12
c107,13
c108,14
c109,15
c11,16
c110,17
c111,18
c112,19
c113,20
c114,21
c115,22
c116,23
c117,24
c118,25
c119,26
c12,27
c120,28
c121,29
c122,30
c123,31
c124,32
c125,33
c126,34
c127,35
c128,36
c129,37
c13,38
c130,39
c131,40
c132,41
c133,42
c134,43
c135,44
c136,45
c137,46
c138,47
c139,48
c14,49
c140,50
c141,51
c142,52
c143,53
c144,54
c145,55
c146,56
c147,57
c148,58
c149,59
c15,60
c150,61
c151,62
c152,63
c153,64
c154,65
c155,66
c156,67
c157,68
c158,69
c159,70
c16,71
c160,72
c161,73
c162,74
c163,75
c164,76
c165,77
c166,78
c167,79
c168,80
c169,81
c17,82
c170,83
c171,84
c172,85
c173,86
c174,87
c175,88
c176,89
c177,90
c178,91
c179,92
c18,93
c180,94
c181,95
c182,96
c183,97
c184,98
c185,99
c186,100
c187,101
c188,102
c189,103
c19,104
c190,105
c191,106
c192,107
c193,108
c194,109
c195,110
c196,111
c197,112
c198,113
c199,114
c2,115
c20,116
c200,117
c201,118
c202,119
c203,120
c204,121
c205,122
c206,123
c207,124
c208,125
c209,126
c21,127
c210,128
c211,129
c212,130
c213,131
c214,132
c215,133
c216,134
c217,135
c218,136
c219,137
c22,138
c220,139
c221,140
c222,141
c223,142
c224,143
c225,144
c226,145
c227,146
c228,147
c229,148
c23,149
c230,150
c231,151
c232,152
c233,153
c234,154
c235,155
c236,156
c237,157
c238,158
c239,159
c24,160
c240,161
c241,162
c242,163
c243,164
c244,165
c245,166
c246,167
c247,168
c248,169
c249,170
c25,171
c250,172
c251,173
c252,174
c253,175
c254,176
c255,177
c256,178
c257,179
c258,180
c259,181
c26,182
c260,183
c261,184
c262,185
c263,186
c264,187
c265,188
c266,189
c267,190
c268,191
c269,192
c27,193
c270,194
c271,195
c272,196
c273,197
c274,198
c275,199
c276,200
c277,201
c278,202
c279,203
c28,204
c280,205
c281,206
c282,207
c283,208
c284,209
c285,210
c286,211
c287,212
c288,213
c289,214
c29,215
c290,216
c291,217
c292,218
c293,219
c294,220
c295,221
c296,222
c297,223
c298,224
c299,225
c3,226
c30,227
c300,228
c301,229
c302,230
c303,231
c304,232
c305,233
c306,234
c307,235
c308,236
c309,237
c31,238
c310,239
c311,240
c312,241
c313,242
c314,243
c315,244
c316,245
c317,246
c318,247
c319,248
c32,249
c320,250
c321,251
c322,252
c323,253
c324,254
c325,255
c326,256
c327,257
c328,258
c329,259
c33,260
c330,261
c331,262
c332,263
c333,264
c334,265
c335,266
c336,267
c337,268
c338,269
c339,270
c34,271
c340,272
c341,273
c342,274
c343,275
c344,276
c345,277
c346,278
c347,279
c348,280
c349,281
c35,282
c350,283
c351,284
c352,285
c353,286
c354,287
c355,288
c356,289
c357,290
c358,291
c359,292
c36,293
c360,294
c361,295
c362,296
c363,297
c364,298
c365,299
c366,300
c367,301
c368,302
c369,303
c37,304
c370,305
c371,306
c372,307
c373,308
c374,309
c375,310
c376,311
c377,312
c378,313
c38,314
c380,315
c381,316
c382,317
c383,318
c384,319
c385,320
c386,321
c387,322
c388,323
c389,324
c39,325
c390,326
c391,327
c392,328
c393,329
c394,330
c395,331
c396,332
c397,333
c398,334
c399,335
c4,336
c40,337
c400,338
c401,339
c402,340
c403,341
c404,342
c405,343
c406,344
c407,345
c408,346
c409,347
c41,348
c410,349
c411,350
c412,351
c413,352
c414,353
c415,354
c416,355
c417,356
c418,357
c419,358
c42,359
c420,360
c421,361
c422,362
c423,363
c424,364
c425,365
c426,366
c427,367
c428,368
c429,369
c43,370
c430,371
c431,372
c432,373
c433,374
c434,375
c435,376
c436,377
c437,378
c438,379
c439,380
c44,381
c440,382
c441,383
c442,384
c443,385
c444,386
c445,387
c446,388
c447,389
c448,390
c449,391
c45,392
c450,393
c451,394
c452,395
c453,396
c454,397
c455,398
c456,399
c457,400
c458,401
c459,402
c46,403
c460,404
c461,405
c462,406
c463,407
c464,408
c465,409
c466,410
c467,411
c468,412
c469,413
c47,414
c470,415
c471,416
c472,417
c473,418
c474,419
c475,420
c476,421
c477,422
c478,423
c479,424
c48,425
c480,426
c481,427
c482,428
c483,429
c484,430
c485,431
c486,432
c487,433
c488,434
c489,435
c49,436
c490,437
c491,438
c492,439
c493,440
c494,441
c495,442
c496,443
c497,444
c498,445
c499,446
c5,447
c50,448
c51,449
c52,450
c53,451
c54,452
c55,453
c56,454
c57,455
c58,456
c59,457
c6,458
c60,459
c61,460
c62,461
c63,462
c64,463
c65,464
c66,465
c67,466
c68,467
c69,468
c7,469
c70,470
c71,471
c72,472
c73,473
c74,474
c75,475
c76,476
c77,477
c78,478
c79,479
c8,480
c80,481
c81,482
c82,483
c83,484
c84,485
c85,486
c86,487
c87,488
c88,489
c89,490
c9,491
c90,492
c91,493
c92,494
c93,495
c94,496
c95,497
c96,498
c97,499
c98,500
c99,501
